year,country,city,stage,home_team,away_team,home_score,away_score,outcome,win_conditions,winning_team,losing_team,date,month,dayofweek
2006,5,50,9,15,53,0.1,0.2,0,no win conditions,41,16,2006-06-20,1,5
2006,5,7,9,28,22,0.3,0.0,2,no win conditions,23,25,2006-06-20,1,5
2006,5,56,10,51,71,0.2,0.0,2,no win conditions,39,75,2006-06-20,1,5
2006,5,21,10,68,25,0.2,0.2,1,no win conditions,17,22,2006-06-20,1,5
2006,5,64,12,35,1,0.1,0.1,1,no win conditions,17,22,2006-06-21,1,6
2006,5,86,11,39,61,0.3,0.2,2,no win conditions,29,65,2006-06-21,1,6
2006,5,39,11,44,2,0.0,0.0,1,no win conditions,17,22,2006-06-21,1,6
2006,5,41,12,54,42,0.2,0.1,2,no win conditions,43,46,2006-06-21,1,6
2006,5,137,15,16,3,0.2,0.2,1,no win conditions,17,22,2006-06-22,1,4
2006,5,49,14,18,37,0.0,0.2,0,no win conditions,28,19,2006-06-22,1,4
2006,5,96,14,29,76,0.2,0.1,2,no win conditions,24,80,2006-06-22,1,4
2006,5,29,15,41,8,0.1,0.4,0,no win conditions,6,44,2006-06-22,1,4
2006,5,56,17,58,67,0.0,0.1,0,no win conditions,56,62,2006-06-23,1,0
2006,5,50,17,69,65,0.2,0.0,2,no win conditions,58,69,2006-06-23,1,0
2006,5,21,16,70,27,0.0,0.2,0,no win conditions,22,74,2006-06-23,1,0
2006,5,7,16,74,72,0.1,0.0,2,no win conditions,61,76,2006-06-23,1,0
2006,5,64,19,2,42,0.2,0.1,2,Argentina won in AET,1,46,2006-06-24,1,2
2006,5,86,19,28,68,0.2,0.0,2,no win conditions,23,72,2006-06-24,1,2
2006,5,137,19,25,22,0.1,0.0,2,no win conditions,20,25,2006-06-25,1,3
2006,5,96,19,54,44,0.1,0.0,2,no win conditions,43,48,2006-06-25,1,3
2006,5,56,19,38,3,0.1,0.0,2,no win conditions,28,3,2006-06-26,1,1
2006,5,21,19,69,74,0.0,0.0,0,Ukraine won in penalties (3- 0),61,73,2006-06-26,1,1
2006,5,29,19,8,29,0.3,0.0,2,no win conditions,6,32,2006-06-27,1,5
2006,5,50,19,67,27,0.1,0.3,0,no win conditions,22,71,2006-06-27,1,5
2006,5,7,18,28,2,0.1,0.1,2,Germany won in penalties (4 - 2),23,2,2006-06-30,1,0
2006,5,49,18,38,74,0.3,0.0,2,no win conditions,28,78,2006-06-30,1,0
2006,5,39,18,8,27,0.0,0.1,0,no win conditions,22,8,2006-07-01,0,2
2006,5,41,18,25,54,0.0,0.0,0,Portugal won in penalties (3 - 1),42,28,2006-07-01,0,2
2006,5,29,20,28,37,0.0,0.2,0,Italy won in AET,28,31,2006-07-04,0,5
2006,5,86,20,54,27,0.0,0.1,0,no win conditions,22,58,2006-07-05,0,6
2006,5,137,21,28,54,0.3,0.1,2,no win conditions,23,58,2006-07-08,0,2
2006,5,7,1,38,27,0.1,0.1,2,Italy won in penalties (5 - 3),28,30,2006-07-09,0,3
2010,10,55,9,64,42,0.1,0.1,1,no win conditions,17,22,2010-06-11,1,0
2010,10,19,9,77,27,0.0,0.0,1,no win conditions,17,22,2010-06-11,1,0
2010,10,55,10,2,46,0.1,0.0,2,no win conditions,1,50,2010-06-12,1,2
2010,10,119,11,25,76,0.1,0.1,1,no win conditions,17,22,2010-06-12,1,2
2010,10,106,10,65,30,0.2,0.0,2,no win conditions,54,33,2010-06-12,1,2
2010,10,104,11,0,63,0.0,0.1,0,no win conditions,52,0,2010-06-13,1,3
2010,10,30,12,28,3,0.4,0.0,2,no win conditions,23,3,2010-06-13,1,3
2010,10,108,12,61,29,0.0,0.1,0,no win conditions,24,65,2010-06-13,1,3
2010,10,19,15,38,51,0.1,0.1,1,no win conditions,17,22,2010-06-14,1,1
2010,10,11,14,41,10,0.1,0.0,2,no win conditions,31,10,2010-06-14,1,1
2010,10,55,14,44,19,0.2,0.0,2,no win conditions,34,21,2010-06-14,1,1
2010,10,55,16,8,47,0.2,0.1,2,no win conditions,6,51,2010-06-15,1,5
2010,10,106,16,39,54,0.0,0.0,1,no win conditions,17,22,2010-06-15,1,5
2010,10,119,15,45,62,0.1,0.1,1,no win conditions,17,22,2010-06-15,1,5
2010,10,91,17,32,12,0.0,0.1,0,no win conditions,9,35,2010-06-16,1,6
2010,10,108,9,64,77,0.0,0.3,0,no win conditions,63,68,2010-06-16,1,6
2010,10,30,17,67,69,0.0,0.1,0,no win conditions,58,71,2010-06-16,1,6
2010,10,55,10,2,65,0.4,0.1,2,no win conditions,1,69,2010-06-17,1,4
2010,10,104,9,27,42,0.0,0.2,0,no win conditions,32,30,2010-06-17,1,4
2010,10,11,10,30,46,0.2,0.1,2,no win conditions,25,50,2010-06-17,1,4
2010,10,19,11,25,0,0.0,0.0,1,no win conditions,17,22,2010-06-18,1,0
2010,10,106,12,28,61,0.0,0.1,0,no win conditions,50,31,2010-06-18,1,0
2010,10,55,11,63,76,0.2,0.2,1,no win conditions,17,22,2010-06-18,1,0
2010,10,108,14,10,19,0.1,0.2,0,no win conditions,16,10,2010-06-19,1,2
2010,10,119,12,29,3,0.1,0.1,1,no win conditions,17,22,2010-06-19,1,2
2010,10,30,14,44,40,0.1,0.0,2,no win conditions,34,44,2010-06-19,1,2
2010,10,55,16,8,38,0.3,0.1,2,no win conditions,6,42,2010-06-20,1,3
2010,10,91,15,38,45,0.1,0.1,1,no win conditions,17,22,2010-06-20,1,3
2010,10,11,15,62,51,0.0,0.2,0,no win conditions,39,66,2010-06-20,1,3
2010,10,106,17,12,69,0.1,0.0,2,no win conditions,9,73,2010-06-21,1,1
2010,10,19,16,54,47,0.5,0.0,2,no win conditions,43,51,2010-06-21,1,1
2010,10,55,17,67,32,0.2,0.0,2,no win conditions,56,35,2010-06-21,1,1
2010,10,104,10,30,2,0.0,0.2,0,no win conditions,1,33,2010-06-22,1,5
2010,10,119,9,42,77,0.0,0.1,0,no win conditions,63,46,2010-06-22,1,5
2010,10,30,10,46,65,0.2,0.2,1,no win conditions,17,22,2010-06-22,1,5
2010,10,11,9,64,27,0.2,0.1,2,no win conditions,53,30,2010-06-22,1,5
2010,10,91,12,3,61,0.2,0.1,2,no win conditions,2,65,2010-06-23,1,6
2010,10,55,12,29,28,0.0,0.1,0,no win conditions,23,32,2010-06-23,1,6
2010,10,106,11,63,25,0.0,0.1,0,no win conditions,20,67,2010-06-23,1,6
2010,10,108,11,76,0,0.1,0.0,2,no win conditions,62,0,2010-06-23,1,6
2010,10,19,14,10,44,0.1,0.2,0,no win conditions,34,10,2010-06-24,1,4
2010,10,119,14,20,40,0.1,0.3,0,no win conditions,31,21,2010-06-24,1,4
2010,10,104,15,51,45,0.0,0.0,1,no win conditions,17,22,2010-06-24,1,4
2010,10,55,15,62,37,0.3,0.2,2,no win conditions,51,41,2010-06-24,1,4
2010,10,108,17,12,67,0.1,0.2,0,no win conditions,56,12,2010-06-25,1,0
2010,10,91,16,47,38,0.0,0.3,0,no win conditions,29,51,2010-06-25,1,0
2010,10,30,16,54,8,0.0,0.0,1,no win conditions,17,22,2010-06-25,1,0
2010,10,11,17,69,32,0.0,0.0,1,no win conditions,17,22,2010-06-25,1,0
2010,10,106,19,77,65,0.2,0.1,2,no win conditions,63,69,2010-06-26,1,2
2010,10,119,19,76,29,0.1,0.2,0,Ghana won in AET,24,80,2010-06-26,1,2
2010,10,55,19,2,42,0.3,0.1,2,no win conditions,1,46,2010-06-27,1,3
2010,10,11,19,28,25,0.4,0.1,2,no win conditions,23,28,2010-06-27,1,3
2010,10,55,19,8,12,0.3,0.0,2,no win conditions,6,12,2010-06-28,1,1
2010,10,30,19,44,62,0.2,0.1,2,no win conditions,34,66,2010-06-28,1,1
2010,10,108,19,51,40,0.0,0.0,2,Paraguay won in penalties (5 - 3),39,44,2010-06-29,1,5
2010,10,19,19,67,54,0.1,0.0,2,no win conditions,56,58,2010-06-29,1,5
2010,10,106,18,44,8,0.2,0.1,2,no win conditions,34,8,2010-07-02,0,0
2010,10,55,18,77,29,0.1,0.1,2,Uruguay won in penalties (4 - 2),63,32,2010-07-02,0,0
2010,10,19,18,2,28,0.0,0.4,0,no win conditions,23,2,2010-07-03,0,2
2010,10,55,18,51,67,0.0,0.1,0,no win conditions,56,55,2010-07-03,0,2
2010,10,19,20,77,44,0.2,0.3,0,no win conditions,34,81,2010-07-06,0,5
2010,10,30,20,28,67,0.0,0.1,0,no win conditions,56,31,2010-07-07,0,6
2010,10,106,21,77,28,0.2,0.3,0,no win conditions,23,81,2010-07-10,0,2
2010,10,55,1,44,67,0.0,0.1,0,Spain won in AET,56,48,2010-07-11,0,3
2014,1,140,9,8,16,0.3,0.1,2,no win conditions,6,17,2014-06-12,1,4
2014,1,23,10,12,3,0.3,0.1,2,no win conditions,9,3,2014-06-13,1,0
2014,1,90,9,42,10,0.1,0.0,2,no win conditions,32,10,2014-06-13,1,0
2014,1,124,10,67,44,0.1,0.5,0,no win conditions,34,71,2014-06-13,1,0
2014,1,6,11,14,30,0.3,0.0,2,no win conditions,10,33,2014-06-14,1,2
2014,1,74,12,25,37,0.1,0.2,0,no win conditions,28,28,2014-06-14,1,2
2014,1,112,11,39,40,0.2,0.1,2,no win conditions,29,44,2014-06-14,1,2
2014,1,37,12,77,15,0.1,0.3,0,no win conditions,11,81,2014-06-14,1,2
2014,1,115,15,2,7,0.2,0.1,2,no win conditions,1,7,2014-06-15,1,3
2014,1,107,14,27,32,0.3,0.0,2,no win conditions,22,35,2014-06-15,1,3
2014,1,15,14,69,22,0.2,0.1,2,no win conditions,58,25,2014-06-15,1,3
2014,1,124,16,28,54,0.4,0.0,2,no win conditions,23,58,2014-06-16,1,1
2014,1,90,16,29,76,0.1,0.2,0,no win conditions,62,32,2014-06-16,1,1
2014,1,24,15,35,46,0.0,0.0,1,no win conditions,17,22,2014-06-16,1,1
2014,1,6,17,5,0,0.2,0.1,2,no win conditions,4,0,2014-06-17,1,5
2014,1,37,9,8,42,0.0,0.0,1,no win conditions,17,22,2014-06-17,1,5
2014,1,23,17,57,65,0.1,0.1,1,no win conditions,17,22,2014-06-17,1,5
2014,1,24,10,3,44,0.2,0.3,0,no win conditions,34,3,2014-06-18,1,6
2014,1,74,9,10,16,0.0,0.4,0,no win conditions,12,10,2014-06-18,1,6
2014,1,115,10,67,12,0.0,0.2,0,no win conditions,9,71,2014-06-18,1,6
2014,1,15,11,14,38,0.2,0.1,2,no win conditions,10,42,2014-06-19,1,4
2014,1,90,11,41,30,0.0,0.0,1,no win conditions,17,22,2014-06-19,1,4
2014,1,140,12,77,25,0.2,0.1,2,no win conditions,63,28,2014-06-19,1,4
2014,1,24,14,32,22,0.1,0.2,0,no win conditions,19,35,2014-06-20,1,0
2014,1,112,12,38,15,0.0,0.1,0,no win conditions,11,41,2014-06-20,1,0
2014,1,124,14,69,27,0.2,0.5,0,no win conditions,22,73,2014-06-20,1,0
2014,1,6,15,2,35,0.1,0.0,2,no win conditions,1,38,2014-06-21,1,2
2014,1,37,16,28,29,0.2,0.2,1,no win conditions,17,22,2014-06-21,1,2
2014,1,23,15,46,7,0.1,0.0,2,no win conditions,35,7,2014-06-21,1,2
2014,1,115,17,5,57,0.1,0.0,2,no win conditions,4,61,2014-06-22,1,3
2014,1,107,17,65,0,0.2,0.4,0,no win conditions,0,69,2014-06-22,1,3
2014,1,74,16,76,54,0.2,0.2,1,no win conditions,17,22,2014-06-22,1,3
2014,1,24,10,3,67,0.0,0.3,0,no win conditions,56,3,2014-06-23,1,1
2014,1,15,9,8,10,0.4,0.1,2,no win conditions,6,10,2014-06-23,1,1
2014,1,112,9,16,42,0.1,0.3,0,no win conditions,32,17,2014-06-23,1,1
2014,1,140,10,44,12,0.2,0.0,2,no win conditions,34,12,2014-06-23,1,1
2014,1,6,12,15,25,0.0,0.0,1,no win conditions,17,22,2014-06-24,1,5
2014,1,37,11,30,38,0.2,0.1,2,no win conditions,25,42,2014-06-24,1,5
2014,1,90,12,38,77,0.0,0.1,0,no win conditions,63,41,2014-06-24,1,5
2014,1,23,11,41,14,0.1,0.4,0,no win conditions,10,44,2014-06-24,1,5
2014,1,124,15,7,35,0.3,0.1,2,no win conditions,5,38,2014-06-25,1,6
2014,1,115,14,22,27,0.0,0.0,1,no win conditions,17,22,2014-06-25,1,6
2014,1,74,14,32,69,0.0,0.3,0,no win conditions,58,35,2014-06-25,1,6
2014,1,107,15,46,2,0.2,0.3,0,no win conditions,1,50,2014-06-25,1,6
2014,1,24,17,0,57,0.1,0.1,1,no win conditions,17,22,2014-06-26,1,4
2014,1,140,17,65,5,0.0,0.1,0,no win conditions,4,69,2014-06-26,1,4
2014,1,15,16,54,29,0.2,0.1,2,no win conditions,43,32,2014-06-26,1,4
2014,1,112,16,76,28,0.0,0.1,0,no win conditions,23,80,2014-06-26,1,4
2014,1,6,19,8,12,0.1,0.1,2,Brazil won in penalties (3 - 2),6,12,2014-06-28,1,2
2014,1,115,19,14,77,0.2,0.0,2,no win conditions,10,81,2014-06-28,1,2
2014,1,112,19,15,30,0.1,0.1,2,Costa Rica won in penalties (5 - 3),11,33,2014-06-29,1,3
2014,1,37,19,44,42,0.2,0.1,2,no win conditions,34,46,2014-06-29,1,3
2014,1,15,19,27,46,0.2,0.0,2,no win conditions,22,50,2014-06-30,1,1
2014,1,107,19,28,0,0.2,0.1,2,Germany won in AET,23,0,2014-06-30,1,1
2014,1,140,19,2,69,0.1,0.0,2,Argentina won in AET,1,73,2014-07-01,0,5
2014,1,124,19,5,76,0.2,0.1,2,Belgium won in AET,4,80,2014-07-01,0,5
2014,1,37,18,8,14,0.2,0.1,2,no win conditions,6,14,2014-07-04,0,0
2014,1,115,18,27,28,0.0,0.1,0,no win conditions,23,30,2014-07-04,0,0
2014,1,15,18,2,5,0.1,0.0,2,no win conditions,1,5,2014-07-05,0,2
2014,1,124,18,44,15,0.0,0.0,2,Netherlands won in penalties (4 - 3),34,16,2014-07-05,0,2
2014,1,6,20,8,28,0.1,0.5,0,no win conditions,23,8,2014-07-08,0,5
2014,1,140,20,44,2,0.0,0.0,0,Argentina won in penalties (4 - 2),1,48,2014-07-09,0,6
2014,1,15,21,8,44,0.0,0.3,0,no win conditions,34,8,2014-07-12,0,2
2014,1,115,1,28,2,0.1,0.0,2,Germany won in AET,23,2,2014-07-13,0,3
2018,9,85,9,57,58,0.5,0.0,2,no win conditions,46,62,2018-06-14,1,4
2018,9,33,9,23,77,0.0,0.1,0,no win conditions,63,26,2018-06-15,1,0
2018,9,120,10,43,35,0.0,0.1,0,no win conditions,27,47,2018-06-15,1,0
2018,9,134,10,54,67,0.3,0.3,1,no win conditions,17,22,2018-06-15,1,0
2018,9,59,11,27,3,0.2,0.1,2,no win conditions,22,3,2018-06-16,1,2
2018,9,85,12,2,34,0.1,0.1,1,no win conditions,17,22,2018-06-16,1,2
2018,9,129,11,52,19,0.0,0.1,0,no win conditions,16,56,2018-06-16,1,2
2018,9,57,12,16,46,0.2,0.0,2,no win conditions,12,50,2018-06-16,1,2
2018,9,125,14,15,61,0.0,0.1,0,no win conditions,50,16,2018-06-17,1,3
2018,9,85,15,28,42,0.0,0.1,0,no win conditions,32,31,2018-06-17,1,3
2018,9,118,14,8,69,0.1,0.1,1,no win conditions,17,22,2018-06-17,1,3
2018,9,94,15,68,65,0.1,0.0,2,no win conditions,57,69,2018-06-18,1,1
2018,9,134,16,5,50,0.3,0.0,2,no win conditions,4,54,2018-06-18,1,1
2018,9,153,16,72,25,0.1,0.2,0,no win conditions,20,76,2018-06-18,1,1
2018,9,129,17,14,40,0.1,0.2,0,no win conditions,31,14,2018-06-19,1,5
2018,9,85,17,53,60,0.1,0.2,0,no win conditions,49,57,2018-06-19,1,5
2018,9,120,9,57,23,0.3,0.1,2,no win conditions,46,26,2018-06-19,1,5
2018,9,85,10,54,43,0.1,0.0,2,no win conditions,43,47,2018-06-20,1,6
2018,9,118,9,77,58,0.1,0.0,2,no win conditions,63,62,2018-06-20,1,6
2018,9,59,10,35,67,0.0,0.1,0,no win conditions,56,38,2018-06-20,1,6
2018,9,125,11,20,3,0.1,0.1,1,no win conditions,17,22,2018-06-21,1,4
2018,9,33,11,27,52,0.1,0.0,2,no win conditions,22,56,2018-06-21,1,4
2018,9,94,12,2,16,0.0,0.3,0,no win conditions,12,2,2018-06-21,1,4
2018,9,120,14,8,15,0.2,0.0,2,no win conditions,6,16,2018-06-22,1,0
2018,9,153,12,46,34,0.2,0.0,2,no win conditions,35,37,2018-06-22,1,0
2018,9,57,14,61,69,0.1,0.2,0,no win conditions,58,65,2018-06-22,1,0
2018,9,85,16,5,72,0.5,0.2,2,no win conditions,4,76,2018-06-23,1,2
2018,9,118,15,65,42,0.1,0.2,0,no win conditions,32,69,2018-06-23,1,2
2018,9,134,15,28,68,0.2,0.1,2,no win conditions,23,72,2018-06-23,1,2
2018,9,94,16,25,50,0.5,0.1,2,no win conditions,20,54,2018-06-24,1,3
2018,9,33,17,41,60,0.2,0.2,1,no win conditions,17,22,2018-06-24,1,3
2018,9,59,17,53,14,0.0,0.3,0,no win conditions,10,57,2018-06-24,1,3
2018,9,125,9,57,77,0.0,0.3,0,no win conditions,63,61,2018-06-25,1,1
2018,9,153,9,58,23,0.2,0.1,2,no win conditions,47,26,2018-06-25,1,1
2018,9,57,10,67,43,0.2,0.2,1,no win conditions,17,22,2018-06-25,1,1
2018,9,129,10,35,54,0.1,0.1,1,no win conditions,17,22,2018-06-25,1,1
2018,9,134,11,3,52,0.0,0.2,0,no win conditions,40,3,2018-06-26,1,5
2018,9,85,11,20,27,0.0,0.0,1,no win conditions,17,22,2018-06-26,1,5
2018,9,120,12,46,2,0.1,0.2,0,no win conditions,1,50,2018-06-26,1,5
2018,9,118,13,34,16,0.1,0.2,0,no win conditions,12,37,2018-06-26,1,5
2018,9,59,15,65,28,0.2,0.0,2,no win conditions,54,31,2018-06-27,1,6
2018,9,33,15,42,68,0.0,0.3,0,no win conditions,57,46,2018-06-27,1,6
2018,9,85,14,61,8,0.0,0.2,0,no win conditions,6,65,2018-06-27,1,6
2018,9,94,14,69,15,0.2,0.2,1,no win conditions,17,22,2018-06-27,1,6
2018,9,153,17,41,53,0.0,0.1,0,no win conditions,41,44,2018-06-28,1,4
2018,9,125,17,60,14,0.0,0.1,0,no win conditions,10,64,2018-06-28,1,4
2018,9,129,16,50,72,0.1,0.2,0,no win conditions,59,54,2018-06-28,1,4
2018,9,57,16,25,5,0.0,0.1,0,no win conditions,4,28,2018-06-28,1,4
2018,9,59,19,27,2,0.4,0.3,2,no win conditions,22,2,2018-06-30,1,2
2018,9,134,19,77,54,0.2,0.1,2,no win conditions,63,58,2018-06-30,1,2
2018,9,85,19,57,67,0.1,0.1,2,Russia won in penalties (4 - 3),46,71,2018-07-01,0,3
2018,9,94,19,16,19,0.1,0.1,2,Croatia won in penalties (3- 2),12,21,2018-07-01,0,3
2018,9,125,19,8,42,0.2,0.0,2,no win conditions,6,46,2018-07-02,0,1
2018,9,118,19,5,40,0.3,0.2,2,no win conditions,4,44,2018-07-02,0,1
2018,9,120,19,68,69,0.1,0.0,2,no win conditions,57,73,2018-07-03,0,5
2018,9,85,19,14,25,0.1,0.1,0,England won in penalties (4 -3),20,15,2018-07-03,0,5
2018,9,94,18,77,27,0.0,0.2,0,no win conditions,22,81,2018-07-06,0,0
2018,9,59,18,8,5,0.1,0.2,0,no win conditions,4,8,2018-07-06,0,0
2018,9,125,18,68,25,0.0,0.2,0,no win conditions,20,72,2018-07-07,0,2
2018,9,134,18,57,16,0.2,0.2,0,Croatia won in penalties (4 - 3),12,61,2018-07-07,0,2
2018,9,120,20,27,5,0.1,0.0,2,no win conditions,22,5,2018-07-10,0,5
2018,9,85,20,16,25,0.2,0.1,2,Croatia won in AET,12,28,2018-07-11,0,6
2018,9,120,21,5,25,0.2,0.0,2,no win conditions,4,28,2018-07-14,0,2
2018,9,85,1,27,16,0.4,0.2,2,no win conditions,22,17,2018-07-15,0,3
